date,year,month,year_month,day_of_week,plaza_id_raw,facility_id,facility_code,facility_name,facility_type,direction,direction_label,ezpass_vehicles,vtoll_vehicles,total_vehicles,ezpass_share_pct,congestion_period,latitude,longitude
2024-08-28,2024,8,2024-08,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63143,11978,75121,84.06,Before congestion pricing,40.8137,-73.8367
2024-08-27,2024,8,2024-08,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,57313,11184,68497,83.67,Before congestion pricing,40.8137,-73.8367
2024-08-27,2024,8,2024-08,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63806,12187,75993,83.96,Before congestion pricing,40.8137,-73.8367
2024-08-26,2024,8,2024-08,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,55967,11116,67083,83.43,Before congestion pricing,40.8137,-73.8367
2024-08-26,2024,8,2024-08,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63010,12136,75146,83.85,Before congestion pricing,40.8137,-73.8367
2024-08-25,2024,8,2024-08,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,59105,12962,72067,82.01,Before congestion pricing,40.8137,-73.8367
2024-08-25,2024,8,2024-08,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62949,13391,76340,82.46,Before congestion pricing,40.8137,-73.8367
2024-08-24,2024,8,2024-08,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,64777,14175,78952,82.05,Before congestion pricing,40.8137,-73.8367
2024-08-24,2024,8,2024-08,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63105,13771,76876,82.09,Before congestion pricing,40.8137,-73.8367
2024-08-23,2024,8,2024-08,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,55379,10914,66293,83.54,Before congestion pricing,40.8137,-73.8367
2024-08-23,2024,8,2024-08,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,64456,13238,77694,82.96,Before congestion pricing,40.8137,-73.8367
2024-08-22,2024,8,2024-08,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,60258,11569,71827,83.89,Before congestion pricing,40.8137,-73.8367
2024-08-22,2024,8,2024-08,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,64075,12473,76548,83.71,Before congestion pricing,40.8137,-73.8367
2024-08-21,2024,8,2024-08,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,60069,11691,71760,83.71,Before congestion pricing,40.8137,-73.8367
2024-08-21,2024,8,2024-08,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,57643,11086,68729,83.87,Before congestion pricing,40.8137,-73.8367
2024-08-20,2024,8,2024-08,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,55269,10269,65538,84.33,Before congestion pricing,40.8137,-73.8367
2024-08-20,2024,8,2024-08,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63909,12111,76020,84.07,Before congestion pricing,40.8137,-73.8367
2024-08-19,2024,8,2024-08,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,55154,10679,65833,83.78,Before congestion pricing,40.8137,-73.8367
2024-08-19,2024,8,2024-08,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,58047,11222,69269,83.8,Before congestion pricing,40.8137,-73.8367
2024-08-18,2024,8,2024-08,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,53657,11874,65531,81.88,Before congestion pricing,40.8137,-73.8367
2024-08-18,2024,8,2024-08,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,60363,12846,73209,82.45,Before congestion pricing,40.8137,-73.8367
2024-08-17,2024,8,2024-08,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,63027,13477,76504,82.38,Before congestion pricing,40.8137,-73.8367
2024-08-17,2024,8,2024-08,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63153,13798,76951,82.07,Before congestion pricing,40.8137,-73.8367
2024-08-16,2024,8,2024-08,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,59354,11768,71122,83.45,Before congestion pricing,40.8137,-73.8367
2024-08-16,2024,8,2024-08,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,59415,11991,71406,83.21,Before congestion pricing,40.8137,-73.8367
2024-08-15,2024,8,2024-08,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56760,10817,67577,83.99,Before congestion pricing,40.8137,-73.8367
2024-08-15,2024,8,2024-08,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,64833,12634,77467,83.69,Before congestion pricing,40.8137,-73.8367
2024-08-14,2024,8,2024-08,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,58001,10915,68916,84.16,Before congestion pricing,40.8137,-73.8367
2024-08-14,2024,8,2024-08,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,61853,11772,73625,84.01,Before congestion pricing,40.8137,-73.8367
2024-08-13,2024,8,2024-08,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,53385,10120,63505,84.06,Before congestion pricing,40.8137,-73.8367
2024-08-13,2024,8,2024-08,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,60230,11894,72124,83.51,Before congestion pricing,40.8137,-73.8367
2024-08-12,2024,8,2024-08,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,53666,10417,64083,83.74,Before congestion pricing,40.8137,-73.8367
2024-08-12,2024,8,2024-08,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,61641,11855,73496,83.87,Before congestion pricing,40.8137,-73.8367
2024-08-11,2024,8,2024-08,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,57798,12969,70767,81.67,Before congestion pricing,40.8137,-73.8367
2024-08-11,2024,8,2024-08,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,61967,13335,75302,82.29,Before congestion pricing,40.8137,-73.8367
2024-08-10,2024,8,2024-08,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,61057,13488,74545,81.91,Before congestion pricing,40.8137,-73.8367
2024-08-10,2024,8,2024-08,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,61117,13415,74532,82.0,Before congestion pricing,40.8137,-73.8367
2024-08-09,2024,8,2024-08,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56101,11220,67321,83.33,Before congestion pricing,40.8137,-73.8367
2024-08-09,2024,8,2024-08,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,57333,11650,68983,83.11,Before congestion pricing,40.8137,-73.8367
2024-08-08,2024,8,2024-08,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56787,10723,67510,84.12,Before congestion pricing,40.8137,-73.8367
2024-08-08,2024,8,2024-08,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,56995,10922,67917,83.92,Before congestion pricing,40.8137,-73.8367
2024-08-07,2024,8,2024-08,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56071,10713,66784,83.96,Before congestion pricing,40.8137,-73.8367
2024-08-07,2024,8,2024-08,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,57238,10946,68184,83.95,Before congestion pricing,40.8137,-73.8367
2024-08-06,2024,8,2024-08,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,55801,10649,66450,83.97,Before congestion pricing,40.8137,-73.8367
2024-08-06,2024,8,2024-08,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,54775,10222,64997,84.27,Before congestion pricing,40.8137,-73.8367
2024-08-05,2024,8,2024-08,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,57655,11555,69210,83.3,Before congestion pricing,40.8137,-73.8367
2024-08-05,2024,8,2024-08,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62942,12154,75096,83.82,Before congestion pricing,40.8137,-73.8367
2024-08-04,2024,8,2024-08,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56114,12500,68614,81.78,Before congestion pricing,40.8137,-73.8367
2024-08-04,2024,8,2024-08,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,60071,12816,72887,82.42,Before congestion pricing,40.8137,-73.8367
2024-08-03,2024,8,2024-08,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,59557,13197,72754,81.86,Before congestion pricing,40.8137,-73.8367
2024-08-03,2024,8,2024-08,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,60415,13704,74119,81.51,Before congestion pricing,40.8137,-73.8367
2024-08-02,2024,8,2024-08,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,59598,11958,71556,83.29,Before congestion pricing,40.8137,-73.8367
2024-08-02,2024,8,2024-08,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,61550,12568,74118,83.04,Before congestion pricing,40.8137,-73.8367
2024-08-01,2024,8,2024-08,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,59400,11531,70931,83.74,Before congestion pricing,40.8137,-73.8367
2024-08-01,2024,8,2024-08,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,60517,11860,72377,83.61,Before congestion pricing,40.8137,-73.8367
2024-07-31,2024,7,2024-07,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,52149,9988,62137,83.93,Before congestion pricing,40.8137,-73.8367
2024-07-31,2024,7,2024-07,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,59488,11643,71131,83.63,Before congestion pricing,40.8137,-73.8367
2024-07-30,2024,7,2024-07,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,54103,10399,64502,83.88,Before congestion pricing,40.8137,-73.8367
2024-07-30,2024,7,2024-07,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62411,11902,74313,83.98,Before congestion pricing,40.8137,-73.8367
2024-07-29,2024,7,2024-07,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,55167,10981,66148,83.4,Before congestion pricing,40.8137,-73.8367
2024-07-29,2024,7,2024-07,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62784,12347,75131,83.57,Before congestion pricing,40.8137,-73.8367
2024-07-28,2024,7,2024-07,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,58919,13385,72304,81.49,Before congestion pricing,40.8137,-73.8367
2024-07-28,2024,7,2024-07,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,56861,12207,69068,82.33,Before congestion pricing,40.8137,-73.8367
2024-07-27,2024,7,2024-07,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,60156,13136,73292,82.08,Before congestion pricing,40.8137,-73.8367
2024-07-27,2024,7,2024-07,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63526,14078,77604,81.86,Before congestion pricing,40.8137,-73.8367
2024-07-26,2024,7,2024-07,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,59650,11772,71422,83.52,Before congestion pricing,40.8137,-73.8367
2024-07-26,2024,7,2024-07,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,65095,13401,78496,82.93,Before congestion pricing,40.8137,-73.8367
2024-07-25,2024,7,2024-07,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,58901,11286,70187,83.92,Before congestion pricing,40.8137,-73.8367
2024-07-25,2024,7,2024-07,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63123,12435,75558,83.54,Before congestion pricing,40.8137,-73.8367
2024-07-24,2024,7,2024-07,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,54805,10474,65279,83.96,Before congestion pricing,40.8137,-73.8367
2024-07-24,2024,7,2024-07,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,61483,11994,73477,83.68,Before congestion pricing,40.8137,-73.8367
2024-07-23,2024,7,2024-07,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56278,10812,67090,83.88,Before congestion pricing,40.8137,-73.8367
2024-07-23,2024,7,2024-07,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,60302,11412,71714,84.09,Before congestion pricing,40.8137,-73.8367
2024-07-22,2024,7,2024-07,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,54886,10785,65671,83.58,Before congestion pricing,40.8137,-73.8367
2024-07-22,2024,7,2024-07,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,59326,11148,70474,84.18,Before congestion pricing,40.8137,-73.8367
2024-07-21,2024,7,2024-07,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,60645,13499,74144,81.79,Before congestion pricing,40.8137,-73.8367
2024-07-21,2024,7,2024-07,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63515,13454,76969,82.52,Before congestion pricing,40.8137,-73.8367
2024-07-20,2024,7,2024-07,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,66546,14488,81034,82.12,Before congestion pricing,40.8137,-73.8367
2024-07-20,2024,7,2024-07,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63539,14211,77750,81.72,Before congestion pricing,40.8137,-73.8367
2024-07-19,2024,7,2024-07,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,46865,8844,55709,84.12,Before congestion pricing,40.8137,-73.8367
2024-07-19,2024,7,2024-07,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,50517,10230,60747,83.16,Before congestion pricing,40.8137,-73.8367
2024-07-17,2024,7,2024-07,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56102,10980,67082,83.63,Before congestion pricing,40.8137,-73.8367
2024-07-17,2024,7,2024-07,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,60886,11857,72743,83.7,Before congestion pricing,40.8137,-73.8367
2024-07-16,2024,7,2024-07,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56437,10967,67404,83.73,Before congestion pricing,40.8137,-73.8367
2024-07-16,2024,7,2024-07,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,58916,11547,70463,83.61,Before congestion pricing,40.8137,-73.8367
2024-07-15,2024,7,2024-07,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,58494,11626,70120,83.42,Before congestion pricing,40.8137,-73.8367
2024-07-15,2024,7,2024-07,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62356,12031,74387,83.83,Before congestion pricing,40.8137,-73.8367
2024-07-14,2024,7,2024-07,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,57540,13043,70583,81.52,Before congestion pricing,40.8137,-73.8367
2024-07-14,2024,7,2024-07,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,61687,13213,74900,82.36,Before congestion pricing,40.8137,-73.8367
2024-07-13,2024,7,2024-07,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,58078,12587,70665,82.19,Before congestion pricing,40.8137,-73.8367
2024-07-13,2024,7,2024-07,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,59264,12980,72244,82.03,Before congestion pricing,40.8137,-73.8367
2024-07-12,2024,7,2024-07,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,58728,11496,70224,83.63,Before congestion pricing,40.8137,-73.8367
2024-07-12,2024,7,2024-07,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62722,12774,75496,83.08,Before congestion pricing,40.8137,-73.8367
2024-07-11,2024,7,2024-07,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,53556,10123,63679,84.1,Before congestion pricing,40.8137,-73.8367
2024-07-11,2024,7,2024-07,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63514,12400,75914,83.67,Before congestion pricing,40.8137,-73.8367
2024-07-10,2024,7,2024-07,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56251,10875,67126,83.8,Before congestion pricing,40.8137,-73.8367
2024-07-10,2024,7,2024-07,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,61913,12108,74021,83.64,Before congestion pricing,40.8137,-73.8367
2024-07-09,2024,7,2024-07,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56988,10913,67901,83.93,Before congestion pricing,40.8137,-73.8367
2024-07-09,2024,7,2024-07,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,59080,11472,70552,83.74,Before congestion pricing,40.8137,-73.8367
2024-07-08,2024,7,2024-07,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,51812,10062,61874,83.74,Before congestion pricing,40.8137,-73.8367
2024-07-08,2024,7,2024-07,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,60013,11771,71784,83.6,Before congestion pricing,40.8137,-73.8367
2024-07-07,2024,7,2024-07,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,55454,12387,67841,81.74,Before congestion pricing,40.8137,-73.8367
2024-07-07,2024,7,2024-07,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62406,13541,75947,82.17,Before congestion pricing,40.8137,-73.8367
2024-07-06,2024,7,2024-07,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,53161,11805,64966,81.83,Before congestion pricing,40.8137,-73.8367
2024-07-06,2024,7,2024-07,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,57252,13348,70600,81.09,Before congestion pricing,40.8137,-73.8367
2024-07-05,2024,7,2024-07,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,50551,10701,61252,82.53,Before congestion pricing,40.8137,-73.8367
2024-07-05,2024,7,2024-07,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,56549,12297,68846,82.14,Before congestion pricing,40.8137,-73.8367
2024-07-04,2024,7,2024-07,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,48441,10418,58859,82.3,Before congestion pricing,40.8137,-73.8367
2024-07-04,2024,7,2024-07,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,50024,11149,61173,81.77,Before congestion pricing,40.8137,-73.8367
2024-07-03,2024,7,2024-07,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,59869,11627,71496,83.74,Before congestion pricing,40.8137,-73.8367
2024-07-03,2024,7,2024-07,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63784,12746,76530,83.35,Before congestion pricing,40.8137,-73.8367
2024-07-02,2024,7,2024-07,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,51712,9911,61623,83.92,Before congestion pricing,40.8137,-73.8367
2024-07-02,2024,7,2024-07,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63024,12415,75439,83.54,Before congestion pricing,40.8137,-73.8367
2024-07-01,2024,7,2024-07,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,55626,10788,66414,83.76,Before congestion pricing,40.8137,-73.8367
2024-07-01,2024,7,2024-07,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,60158,11915,72073,83.47,Before congestion pricing,40.8137,-73.8367
2024-06-30,2024,6,2024-06,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,54707,12318,67025,81.62,Before congestion pricing,40.8137,-73.8367
2024-06-30,2024,6,2024-06,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,59077,12879,71956,82.1,Before congestion pricing,40.8137,-73.8367
2024-06-29,2024,6,2024-06,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,65950,14522,80472,81.95,Before congestion pricing,40.8137,-73.8367
2024-06-29,2024,6,2024-06,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63441,13694,77135,82.25,Before congestion pricing,40.8137,-73.8367
2024-06-28,2024,6,2024-06,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,62285,12242,74527,83.57,Before congestion pricing,40.8137,-73.8367
2024-06-28,2024,6,2024-06,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,64333,13123,77456,83.06,Before congestion pricing,40.8137,-73.8367
2024-06-27,2024,6,2024-06,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,58923,10977,69900,84.3,Before congestion pricing,40.8137,-73.8367
2024-06-27,2024,6,2024-06,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63214,12098,75312,83.94,Before congestion pricing,40.8137,-73.8367
2024-06-26,2024,6,2024-06,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,58391,11051,69442,84.09,Before congestion pricing,40.8137,-73.8367
2024-06-26,2024,6,2024-06,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63336,12158,75494,83.9,Before congestion pricing,40.8137,-73.8367
2024-06-25,2024,6,2024-06,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,57944,11037,68981,84.0,Before congestion pricing,40.8137,-73.8367
2024-06-25,2024,6,2024-06,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63912,12292,76204,83.87,Before congestion pricing,40.8137,-73.8367
2024-06-24,2024,6,2024-06,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,58795,11529,70324,83.61,Before congestion pricing,40.8137,-73.8367
2024-06-24,2024,6,2024-06,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,64046,12472,76518,83.7,Before congestion pricing,40.8137,-73.8367
2024-06-23,2024,6,2024-06,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,56474,12786,69260,81.54,Before congestion pricing,40.8137,-73.8367
2024-06-23,2024,6,2024-06,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,61714,13509,75223,82.04,Before congestion pricing,40.8137,-73.8367
2024-06-22,2024,6,2024-06,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,64567,14086,78653,82.09,Before congestion pricing,40.8137,-73.8367
2024-06-22,2024,6,2024-06,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62614,13772,76386,81.97,Before congestion pricing,40.8137,-73.8367
2024-06-21,2024,6,2024-06,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,58637,11598,70235,83.49,Before congestion pricing,40.8137,-73.8367
2024-06-21,2024,6,2024-06,Friday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62293,12753,75046,83.01,Before congestion pricing,40.8137,-73.8367
2024-06-20,2024,6,2024-06,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,60128,11652,71780,83.77,Before congestion pricing,40.8137,-73.8367
2024-06-20,2024,6,2024-06,Thursday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,58421,11044,69465,84.1,Before congestion pricing,40.8137,-73.8367
2024-06-19,2024,6,2024-06,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,52768,10096,62864,83.94,Before congestion pricing,40.8137,-73.8367
2024-06-19,2024,6,2024-06,Wednesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,60521,11877,72398,83.59,Before congestion pricing,40.8137,-73.8367
2024-06-18,2024,6,2024-06,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,52872,9999,62871,84.1,Before congestion pricing,40.8137,-73.8367
2024-06-18,2024,6,2024-06,Tuesday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,61000,11770,72770,83.83,Before congestion pricing,40.8137,-73.8367
2024-06-17,2024,6,2024-06,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,53509,10368,63877,83.77,Before congestion pricing,40.8137,-73.8367
2024-06-17,2024,6,2024-06,Monday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62339,12167,74506,83.67,Before congestion pricing,40.8137,-73.8367
2024-06-16,2024,6,2024-06,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,59213,12679,71892,82.36,Before congestion pricing,40.8137,-73.8367
2024-06-16,2024,6,2024-06,Sunday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,63746,13190,76936,82.86,Before congestion pricing,40.8137,-73.8367
2024-06-15,2024,6,2024-06,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,I,Inbound – Bronx,60229,13059,73288,82.18,Before congestion pricing,40.8137,-73.8367
2024-06-15,2024,6,2024-06,Saturday,23,23,BWB,Bronx-Whitestone Bridge,Bridge,O,Outbound – Queens,62213,13402,75615,82.28,Before congestion pricing,40.8137,-73.8367
