timestamp_utc,date_utc,year,month,site_id,site_name,borough,latitude,longitude,pm25_daily_mean_ugm3,pm25_observed_mean_ugm3,pm25_hourly_max_ugm3,valid_hours,coverage_pct,coverage_status,quality_status
2025-03-05T00:00:00Z,2025-03-05,2025,3,36061NY08552,Williamsburg Bridge,Manhattan,40.71807,-73.98606,7.302,7.302,10.37,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-05T00:00:00Z,2025-03-05,2025,3,36061NY08653,FDR,Manhattan,40.72229,-73.97465,7.103,7.103,9.01,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-05T00:00:00Z,2025-03-05,2025,3,36061NY09734,Broadway/35th St,Manhattan,40.75069,-73.98783,7.613,7.613,10.43,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-05T00:00:00Z,2025-03-05,2025,3,36061NY09929,Midtown West,Manhattan,40.75514,-73.99086,8.058,8.058,12.82,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-05T00:00:00Z,2025-03-05,2025,3,36061NY10130,Queensboro Bridge,Manhattan,40.76123,-73.96389,7.45,7.45,9.44,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-05T00:00:00Z,2025-03-05,2025,3,36061NY12380,Hamilton Bridge,Manhattan,40.84654,-73.93302,8.715,8.715,12.62,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-05T00:00:00Z,2025-03-05,2025,3,36081NY07615,Van Wyck,Queens,40.69015,-73.80908,6.754,6.754,7.79,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-05T00:00:00Z,2025-03-05,2025,3,36081NY08198,Glendale,Queens,40.70574,-73.88627,,,,0,0.0,No data,Preliminary; subject to revision
2025-03-05T00:00:00Z,2025-03-05,2025,3,36081NY09285,Queens College,Queens,40.73711,-73.82156,6.242,6.242,7.12,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-05T00:00:00Z,2025-03-05,2025,3,36085NY03820,SI Expwy,Staten Island,40.60921,-74.15118,6.168,6.168,13.33,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36005NY11534,Mott Haven,Bronx,40.80649,-73.92249,5.119,5.119,13.76,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36005NY11790,Hunt's Point,Bronx,40.81909,-73.88566,5.687,5.687,17.12,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36005NY12387,Cross Bronx Expy,Bronx,40.84517,-73.90614,6.732,6.732,19.33,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36047NY07974,BQE,Brooklyn,40.7028,-73.96082,5.003,5.003,13.7,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36061NY08454,Manhattan Bridge,Manhattan,40.71651,-73.997,5.552,5.552,13.05,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36061NY08552,Williamsburg Bridge,Manhattan,40.71807,-73.98606,5.301,5.301,11.02,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36061NY08653,FDR,Manhattan,40.72229,-73.97465,4.943,4.943,11.87,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36061NY09734,Broadway/35th St,Manhattan,40.75069,-73.98783,5.609,5.609,9.79,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36061NY09929,Midtown West,Manhattan,40.75514,-73.99086,6.654,6.654,13.21,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36061NY10130,Queensboro Bridge,Manhattan,40.76123,-73.96389,5.638,5.638,14.45,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36061NY12380,Hamilton Bridge,Manhattan,40.84654,-73.93302,7.025,7.025,17.86,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36081NY07615,Van Wyck,Queens,40.69015,-73.80908,5.006,5.006,11.37,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36081NY08198,Glendale,Queens,40.70574,-73.88627,,,,0,0.0,No data,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36081NY09285,Queens College,Queens,40.73711,-73.82156,4.667,4.667,11.22,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-06T00:00:00Z,2025-03-06,2025,3,36085NY03820,SI Expwy,Staten Island,40.60921,-74.15118,4.974,4.974,11.51,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36005NY11534,Mott Haven,Bronx,40.80649,-73.92249,3.001,3.001,4.68,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36005NY11790,Hunt's Point,Bronx,40.81909,-73.88566,3.111,3.111,3.65,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36005NY12387,Cross Bronx Expy,Bronx,40.84517,-73.90614,3.314,3.314,4.97,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36047NY07974,BQE,Brooklyn,40.7028,-73.96082,2.91,2.91,4.34,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36061NY08454,Manhattan Bridge,Manhattan,40.71651,-73.997,3.391,3.391,5.05,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36061NY08552,Williamsburg Bridge,Manhattan,40.71807,-73.98606,3.591,3.591,5.76,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36061NY08653,FDR,Manhattan,40.72229,-73.97465,3.184,3.184,5.05,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36061NY09734,Broadway/35th St,Manhattan,40.75069,-73.98783,3.343,3.343,4.67,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36061NY09929,Midtown West,Manhattan,40.75514,-73.99086,4.502,4.502,7.81,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36061NY10130,Queensboro Bridge,Manhattan,40.76123,-73.96389,2.933,2.933,3.64,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36061NY12380,Hamilton Bridge,Manhattan,40.84654,-73.93302,4.003,4.003,6.13,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36081NY07615,Van Wyck,Queens,40.69015,-73.80908,3.125,3.125,5.28,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36081NY08198,Glendale,Queens,40.70574,-73.88627,,,,0,0.0,No data,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36081NY09285,Queens College,Queens,40.73711,-73.82156,2.678,2.678,3.37,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-07T00:00:00Z,2025-03-07,2025,3,36085NY03820,SI Expwy,Staten Island,40.60921,-74.15118,2.882,2.882,3.41,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36005NY11534,Mott Haven,Bronx,40.80649,-73.92249,3.186,3.186,4.09,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36005NY11790,Hunt's Point,Bronx,40.81909,-73.88566,3.358,3.358,4.03,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36005NY12387,Cross Bronx Expy,Bronx,40.84517,-73.90614,4.263,4.263,11.62,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36047NY07974,BQE,Brooklyn,40.7028,-73.96082,2.967,2.967,4.22,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36061NY08454,Manhattan Bridge,Manhattan,40.71651,-73.997,3.735,3.735,4.76,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36061NY08552,Williamsburg Bridge,Manhattan,40.71807,-73.98606,4.014,4.014,4.58,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36061NY08653,FDR,Manhattan,40.72229,-73.97465,2.86,2.86,3.76,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36061NY09734,Broadway/35th St,Manhattan,40.75069,-73.98783,3.363,3.363,4.1,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36061NY09929,Midtown West,Manhattan,40.75514,-73.99086,5.012,5.012,7.09,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36061NY10130,Queensboro Bridge,Manhattan,40.76123,-73.96389,3.206,3.206,4.36,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36061NY12380,Hamilton Bridge,Manhattan,40.84654,-73.93302,3.921,3.921,5.15,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36081NY07615,Van Wyck,Queens,40.69015,-73.80908,3.33,3.33,5.25,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36081NY08198,Glendale,Queens,40.70574,-73.88627,,,,0,0.0,No data,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36081NY09285,Queens College,Queens,40.73711,-73.82156,3.088,3.088,3.92,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-08T00:00:00Z,2025-03-08,2025,3,36085NY03820,SI Expwy,Staten Island,40.60921,-74.15118,3.387,3.387,6.01,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36005NY11534,Mott Haven,Bronx,40.80649,-73.92249,3.328,3.328,4.8,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36005NY11790,Hunt's Point,Bronx,40.81909,-73.88566,3.74,3.74,5.41,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36005NY12387,Cross Bronx Expy,Bronx,40.84517,-73.90614,4.016,4.016,5.91,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36047NY07974,BQE,Brooklyn,40.7028,-73.96082,3.354,3.354,5.39,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36061NY08454,Manhattan Bridge,Manhattan,40.71651,-73.997,4.119,4.119,6.46,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36061NY08552,Williamsburg Bridge,Manhattan,40.71807,-73.98606,4.31,4.31,5.99,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36061NY08653,FDR,Manhattan,40.72229,-73.97465,3.385,3.385,4.2,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36061NY09734,Broadway/35th St,Manhattan,40.75069,-73.98783,3.909,3.909,5.81,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36061NY09929,Midtown West,Manhattan,40.75514,-73.99086,5.875,5.875,9.9,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36061NY10130,Queensboro Bridge,Manhattan,40.76123,-73.96389,3.63,3.63,5.31,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36061NY12380,Hamilton Bridge,Manhattan,40.84654,-73.93302,4.131,4.131,6.66,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36081NY07615,Van Wyck,Queens,40.69015,-73.80908,3.534,3.534,5.22,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36081NY08198,Glendale,Queens,40.70574,-73.88627,,,,0,0.0,No data,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36081NY09285,Queens College,Queens,40.73711,-73.82156,3.328,3.328,4.8,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-09T00:00:00Z,2025-03-09,2025,3,36085NY03820,SI Expwy,Staten Island,40.60921,-74.15118,3.39,3.39,4.76,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36005NY11534,Mott Haven,Bronx,40.80649,-73.92249,5.339,5.339,7.76,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36005NY11790,Hunt's Point,Bronx,40.81909,-73.88566,5.786,5.786,9.23,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36005NY12387,Cross Bronx Expy,Bronx,40.84517,-73.90614,6.445,6.445,10.19,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36047NY07974,BQE,Brooklyn,40.7028,-73.96082,5.553,5.553,8.34,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36061NY08454,Manhattan Bridge,Manhattan,40.71651,-73.997,6.695,6.695,10.36,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36061NY08552,Williamsburg Bridge,Manhattan,40.71807,-73.98606,6.057,6.057,9.58,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36061NY08653,FDR,Manhattan,40.72229,-73.97465,5.608,5.608,9.46,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36061NY09734,Broadway/35th St,Manhattan,40.75069,-73.98783,6.296,6.296,11.08,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36061NY09929,Midtown West,Manhattan,40.75514,-73.99086,8.691,8.691,13.65,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36061NY10130,Queensboro Bridge,Manhattan,40.76123,-73.96389,5.523,5.523,8.75,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36061NY12380,Hamilton Bridge,Manhattan,40.84654,-73.93302,7.013,7.013,13.0,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36081NY07615,Van Wyck,Queens,40.69015,-73.80908,5.927,5.927,9.97,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36081NY08198,Glendale,Queens,40.70574,-73.88627,,,,0,0.0,No data,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36081NY09285,Queens College,Queens,40.73711,-73.82156,5.138,5.138,7.99,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-10T00:00:00Z,2025-03-10,2025,3,36085NY03820,SI Expwy,Staten Island,40.60921,-74.15118,5.17,5.17,7.74,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36005NY11534,Mott Haven,Bronx,40.80649,-73.92249,7.607,7.607,15.59,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36005NY11790,Hunt's Point,Bronx,40.81909,-73.88566,8.55,8.55,14.01,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36005NY12387,Cross Bronx Expy,Bronx,40.84517,-73.90614,8.702,8.702,16.55,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36047NY07974,BQE,Brooklyn,40.7028,-73.96082,6.641,6.641,11.48,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36061NY08454,Manhattan Bridge,Manhattan,40.71651,-73.997,7.352,7.352,10.65,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36061NY08552,Williamsburg Bridge,Manhattan,40.71807,-73.98606,6.667,6.667,10.14,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36061NY08653,FDR,Manhattan,40.72229,-73.97465,7.274,7.274,15.21,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36061NY09734,Broadway/35th St,Manhattan,40.75069,-73.98783,7.994,7.994,18.6,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36061NY09929,Midtown West,Manhattan,40.75514,-73.99086,9.752,9.752,18.03,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36061NY10130,Queensboro Bridge,Manhattan,40.76123,-73.96389,7.437,7.437,19.23,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36061NY12380,Hamilton Bridge,Manhattan,40.84654,-73.93302,11.08,11.08,18.73,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36081NY07615,Van Wyck,Queens,40.69015,-73.80908,6.159,6.159,11.1,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36081NY08198,Glendale,Queens,40.70574,-73.88627,,,,0,0.0,No data,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36081NY09285,Queens College,Queens,40.73711,-73.82156,5.581,5.581,9.31,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-11T00:00:00Z,2025-03-11,2025,3,36085NY03820,SI Expwy,Staten Island,40.60921,-74.15118,5.151,5.151,8.47,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36005NY11534,Mott Haven,Bronx,40.80649,-73.92249,4.465,4.465,8.56,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36005NY11790,Hunt's Point,Bronx,40.81909,-73.88566,4.96,4.96,8.3,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36005NY12387,Cross Bronx Expy,Bronx,40.84517,-73.90614,6.266,6.266,11.33,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36047NY07974,BQE,Brooklyn,40.7028,-73.96082,4.269,4.269,7.0,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36061NY08454,Manhattan Bridge,Manhattan,40.71651,-73.997,5.175,5.175,7.34,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36061NY08552,Williamsburg Bridge,Manhattan,40.71807,-73.98606,5.135,5.135,7.02,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36061NY08653,FDR,Manhattan,40.72229,-73.97465,6.043,6.043,15.26,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36061NY09734,Broadway/35th St,Manhattan,40.75069,-73.98783,5.388,5.388,9.85,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36061NY09929,Midtown West,Manhattan,40.75514,-73.99086,6.692,6.692,11.19,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36061NY10130,Queensboro Bridge,Manhattan,40.76123,-73.96389,4.735,4.735,8.41,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36061NY12380,Hamilton Bridge,Manhattan,40.84654,-73.93302,5.808,5.808,12.75,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36081NY07615,Van Wyck,Queens,40.69015,-73.80908,4.312,4.312,6.92,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36081NY08198,Glendale,Queens,40.70574,-73.88627,,,,0,0.0,No data,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36081NY09285,Queens College,Queens,40.73711,-73.82156,4.062,4.062,7.0,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-12T00:00:00Z,2025-03-12,2025,3,36085NY03820,SI Expwy,Staten Island,40.60921,-74.15118,4.471,4.471,7.02,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36005NY11534,Mott Haven,Bronx,40.80649,-73.92249,3.993,3.993,5.74,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36005NY11790,Hunt's Point,Bronx,40.81909,-73.88566,4.647,4.647,6.34,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36005NY12387,Cross Bronx Expy,Bronx,40.84517,-73.90614,4.853,4.853,6.48,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36047NY07974,BQE,Brooklyn,40.7028,-73.96082,4.756,4.756,5.47,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36061NY08454,Manhattan Bridge,Manhattan,40.71651,-73.997,4.94,4.94,6.09,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36061NY08552,Williamsburg Bridge,Manhattan,40.71807,-73.98606,5.238,5.238,7.22,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36061NY08653,FDR,Manhattan,40.72229,-73.97465,4.915,4.915,5.98,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36061NY09734,Broadway/35th St,Manhattan,40.75069,-73.98783,5.28,5.28,6.88,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36061NY09929,Midtown West,Manhattan,40.75514,-73.99086,5.877,5.877,8.43,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36061NY10130,Queensboro Bridge,Manhattan,40.76123,-73.96389,4.905,4.905,6.02,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36061NY12380,Hamilton Bridge,Manhattan,40.84654,-73.93302,6.349,6.349,23.88,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36081NY07615,Van Wyck,Queens,40.69015,-73.80908,4.333,4.333,5.38,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36081NY08198,Glendale,Queens,40.70574,-73.88627,,,,0,0.0,No data,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36081NY09285,Queens College,Queens,40.73711,-73.82156,4.317,4.317,5.5,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-13T00:00:00Z,2025-03-13,2025,3,36085NY03820,SI Expwy,Staten Island,40.60921,-74.15118,5.4,5.4,7.15,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36005NY11534,Mott Haven,Bronx,40.80649,-73.92249,4.945,4.945,7.3,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36005NY11790,Hunt's Point,Bronx,40.81909,-73.88566,5.401,5.401,9.36,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36005NY12387,Cross Bronx Expy,Bronx,40.84517,-73.90614,7.163,7.163,28.5,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36047NY07974,BQE,Brooklyn,40.7028,-73.96082,5.554,5.554,8.6,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36061NY08454,Manhattan Bridge,Manhattan,40.71651,-73.997,5.961,5.961,10.04,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36061NY08552,Williamsburg Bridge,Manhattan,40.71807,-73.98606,6.05,6.05,9.25,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36061NY08653,FDR,Manhattan,40.72229,-73.97465,5.792,5.792,9.21,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36061NY09734,Broadway/35th St,Manhattan,40.75069,-73.98783,6.403,6.403,10.36,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36061NY09929,Midtown West,Manhattan,40.75514,-73.99086,8.256,8.256,20.2,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36061NY10130,Queensboro Bridge,Manhattan,40.76123,-73.96389,6.13,6.13,9.23,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36061NY12380,Hamilton Bridge,Manhattan,40.84654,-73.93302,6.891,6.891,12.98,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36081NY07615,Van Wyck,Queens,40.69015,-73.80908,5.317,5.317,8.07,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36081NY08198,Glendale,Queens,40.70574,-73.88627,,,,0,0.0,No data,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36081NY09285,Queens College,Queens,40.73711,-73.82156,5.067,5.067,7.08,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-14T00:00:00Z,2025-03-14,2025,3,36085NY03820,SI Expwy,Staten Island,40.60921,-74.15118,6.337,6.337,8.76,24,100.0,At least 18 hours,Preliminary; subject to revision
2025-03-15T00:00:00Z,2025-03-15,2025,3,36005NY11534,Mott Haven,Bronx,40.80649,-73.92249,5.763,5.763,11.58,24,100.0,At least 18 hours,Preliminary; subject to revision
