site_id,segment_id,latitude,longitude,borough,street,from_street,to_street,direction,year,month,month_start,policy_period,day_type,time_band,avg_15min_volume,estimated_avg_hourly_volume,max_15min_volume,observations,days_sampled,count_sessions
57162_40.688660_-73.803301_EB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),34.92,139.7,78,160,10,1
57162_40.688660_-73.803301_WB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),19.70,78.8,31,160,10,1
57162_40.688660_-73.803301_EB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekend,AM peak (06-09),15.00,60.0,32,64,4,1
57162_40.688660_-73.803301_WB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,WB,2024,1,2024-01-01,Before congestion pricing,Weekend,AM peak (06-09),12.31,49.2,27,64,4,1
57162_40.688660_-73.803301_EB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),18.11,72.4,35,160,10,1
57162_40.688660_-73.803301_WB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),9.71,38.9,20,160,10,1
57162_40.688660_-73.803301_EB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekend,Evening (20-23),20.67,82.7,36,64,4,1
57162_40.688660_-73.803301_WB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,WB,2024,1,2024-01-01,Before congestion pricing,Weekend,Evening (20-23),10.72,42.9,21,64,4,1
57162_40.688660_-73.803301_EB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),29.99,120.0,61,240,10,1
57162_40.688660_-73.803301_WB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),17.40,69.6,30,240,10,1
57162_40.688660_-73.803301_EB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekend,Midday (10-15),29.30,117.2,46,96,4,1
57162_40.688660_-73.803301_WB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,WB,2024,1,2024-01-01,Before congestion pricing,Weekend,Midday (10-15),19.52,78.1,29,96,4,1
57162_40.688660_-73.803301_EB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),5.52,22.1,20,240,10,1
57162_40.688660_-73.803301_WB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),5.06,20.2,27,240,10,1
57162_40.688660_-73.803301_EB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekend,Overnight (00-05),9.71,38.8,22,96,4,1
57162_40.688660_-73.803301_WB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,WB,2024,1,2024-01-01,Before congestion pricing,Weekend,Overnight (00-05),4.84,19.4,13,96,4,1
57162_40.688660_-73.803301_EB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),37.45,149.8,57,160,10,1
57162_40.688660_-73.803301_WB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),18.97,75.9,30,160,10,1
57162_40.688660_-73.803301_EB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekend,PM peak (16-19),31.08,124.3,41,64,4,1
57162_40.688660_-73.803301_WB,57162,40.688660,-73.803301,Queens,109 AVENUE,143 Street,Pinegrove Street,WB,2024,1,2024-01-01,Before congestion pricing,Weekend,PM peak (16-19),17.58,70.3,28,64,4,1
9000515_40.698130_-73.795069_SB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),19.17,76.7,40,160,10,1
9000515_40.698130_-73.795069_NB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,NB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),81.90,327.6,129,160,10,1
9000515_40.698130_-73.795069_SB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,AM peak (06-09),6.70,26.8,17,64,4,1
9000515_40.698130_-73.795069_NB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,NB,2024,1,2024-01-01,Before congestion pricing,Weekend,AM peak (06-09),25.91,103.6,46,64,4,1
9000515_40.698130_-73.795069_NB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,NB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),25.11,100.4,48,160,10,1
9000515_40.698130_-73.795069_SB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),11.67,46.7,26,160,10,1
9000515_40.698130_-73.795069_SB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,Evening (20-23),10.45,41.8,23,64,4,1
9000515_40.698130_-73.795069_NB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,NB,2024,1,2024-01-01,Before congestion pricing,Weekend,Evening (20-23),25.06,100.2,48,64,4,1
9000515_40.698130_-73.795069_NB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,NB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),58.45,233.8,92,240,10,1
9000515_40.698130_-73.795069_SB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),20.62,82.5,41,240,10,1
9000515_40.698130_-73.795069_SB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,Midday (10-15),15.95,63.8,29,96,4,1
9000515_40.698130_-73.795069_NB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,NB,2024,1,2024-01-01,Before congestion pricing,Weekend,Midday (10-15),45.56,182.2,64,96,4,1
9000515_40.698130_-73.795069_SB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),4.58,18.3,16,240,10,1
9000515_40.698130_-73.795069_NB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,NB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),10.94,43.8,47,240,10,1
9000515_40.698130_-73.795069_SB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,Overnight (00-05),5.70,22.8,16,96,4,1
9000515_40.698130_-73.795069_NB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,NB,2024,1,2024-01-01,Before congestion pricing,Weekend,Overnight (00-05),10.95,43.8,29,96,4,1
9000515_40.698130_-73.795069_NB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,NB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),56.48,225.9,84,160,10,1
9000515_40.698130_-73.795069_SB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),26.48,105.9,43,160,10,1
9000515_40.698130_-73.795069_SB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,PM peak (16-19),17.72,70.9,26,64,4,1
9000515_40.698130_-73.795069_NB,9000515,40.698130,-73.795069,Queens,160 STREET,Dead End,Dead end,NB,2024,1,2024-01-01,Before congestion pricing,Weekend,PM peak (16-19),43.61,174.4,64,64,4,1
73023_40.871351_-73.911450_SB,73023,40.871351,-73.911450,Manhattan,9 AVENUE,West 219 Street,West 220 Street,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),27.52,110.1,145,80,5,1
73023_40.871351_-73.911450_SB,73023,40.871351,-73.911450,Manhattan,9 AVENUE,West 219 Street,West 220 Street,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,AM peak (06-09),39.25,157.0,134,32,2,1
73023_40.871351_-73.911450_SB,73023,40.871351,-73.911450,Manhattan,9 AVENUE,West 219 Street,West 220 Street,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),8.29,33.1,16,80,5,1
73023_40.871351_-73.911450_SB,73023,40.871351,-73.911450,Manhattan,9 AVENUE,West 219 Street,West 220 Street,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,Evening (20-23),9.53,38.1,19,32,2,1
73023_40.871351_-73.911450_SB,73023,40.871351,-73.911450,Manhattan,9 AVENUE,West 219 Street,West 220 Street,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),25.36,101.4,85,120,5,1
73023_40.871351_-73.911450_SB,73023,40.871351,-73.911450,Manhattan,9 AVENUE,West 219 Street,West 220 Street,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,Midday (10-15),28.54,114.2,72,48,2,1
73023_40.871351_-73.911450_SB,73023,40.871351,-73.911450,Manhattan,9 AVENUE,West 219 Street,West 220 Street,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),5.33,21.3,39,120,5,1
73023_40.871351_-73.911450_SB,73023,40.871351,-73.911450,Manhattan,9 AVENUE,West 219 Street,West 220 Street,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,Overnight (00-05),6.31,25.2,29,48,2,1
73023_40.871351_-73.911450_SB,73023,40.871351,-73.911450,Manhattan,9 AVENUE,West 219 Street,West 220 Street,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),17.60,70.4,47,80,5,1
73023_40.871351_-73.911450_SB,73023,40.871351,-73.911450,Manhattan,9 AVENUE,West 219 Street,West 220 Street,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,PM peak (16-19),20.19,80.8,41,32,2,1
253492_40.736923_-73.877549_NB,253492,40.736923,-73.877549,Queens,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),80.06,320.2,107,80,5,1
253492_40.737096_-73.877442_SB,253492,40.737096,-73.877442,Queens,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),60.35,241.4,80,80,5,1
253492_40.737096_-73.877442_SB,253492,40.737096,-73.877442,Queens,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,AM peak (06-09),49.78,199.1,79,64,4,1
253492_40.736923_-73.877549_NB,253492,40.736923,-73.877549,Queens,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB,2024,1,2024-01-01,Before congestion pricing,Weekend,AM peak (06-09),46.39,185.6,83,64,4,1
253492_40.736923_-73.877549_NB,253492,40.736923,-73.877549,Queens,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),64.84,259.4,99,80,5,1
253492_40.737096_-73.877442_SB,253492,40.737096,-73.877442,Queens,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),63.94,255.8,78,80,5,1
253492_40.737096_-73.877442_SB,253492,40.737096,-73.877442,Queens,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,Evening (20-23),59.14,236.6,75,64,4,1
253492_40.736923_-73.877549_NB,253492,40.736923,-73.877549,Queens,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB,2024,1,2024-01-01,Before congestion pricing,Weekend,Evening (20-23),51.62,206.5,91,64,4,1
253492_40.736923_-73.877549_NB,253492,40.736923,-73.877549,Queens,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),88.37,353.5,111,120,5,1
253492_40.737096_-73.877442_SB,253492,40.737096,-73.877442,Queens,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),62.97,251.9,80,120,5,1
253492_40.737096_-73.877442_SB,253492,40.737096,-73.877442,Queens,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,Midday (10-15),69.54,278.2,88,96,4,1
253492_40.736923_-73.877549_NB,253492,40.736923,-73.877549,Queens,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB,2024,1,2024-01-01,Before congestion pricing,Weekend,Midday (10-15),72.95,291.8,106,96,4,1
253492_40.736923_-73.877549_NB,253492,40.736923,-73.877549,Queens,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),18.73,74.9,47,120,5,1
253492_40.737096_-73.877442_SB,253492,40.737096,-73.877442,Queens,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),29.47,117.9,52,120,5,1
253492_40.737096_-73.877442_SB,253492,40.737096,-73.877442,Queens,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,Overnight (00-05),37.82,151.3,63,96,4,1
253492_40.736923_-73.877549_NB,253492,40.736923,-73.877549,Queens,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB,2024,1,2024-01-01,Before congestion pricing,Weekend,Overnight (00-05),24.52,98.1,56,96,4,1
253492_40.736923_-73.877549_NB,253492,40.736923,-73.877549,Queens,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),99.94,399.8,120,80,5,1
253492_40.737096_-73.877442_SB,253492,40.737096,-73.877442,Queens,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),63.42,253.7,84,80,5,1
253492_40.737096_-73.877442_SB,253492,40.737096,-73.877442,Queens,BROADWAY,Queens Boulevard,Queens Boulevard Line,SB,2024,1,2024-01-01,Before congestion pricing,Weekend,PM peak (16-19),70.56,282.2,90,64,4,1
253492_40.736923_-73.877549_NB,253492,40.736923,-73.877549,Queens,BROADWAY,Queens Boulevard Line,Queens Boulevard,NB,2024,1,2024-01-01,Before congestion pricing,Weekend,PM peak (16-19),76.88,307.5,109,64,4,1
70542_40.813146_-73.908655_EB,70542,40.813146,-73.908655,Bronx,EAST 149 STREET,Jackson Avenue,Concord Avenue,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),38.50,154.0,69,32,2,1
70542_40.813146_-73.908655_WB,70542,40.813146,-73.908655,Bronx,EAST 149 STREET,Jackson Avenue,Concord Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),81.03,324.1,149,32,2,1
70542_40.813146_-73.908655_EB,70542,40.813146,-73.908655,Bronx,EAST 149 STREET,Jackson Avenue,Concord Avenue,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),26.41,105.6,38,32,2,1
70542_40.813146_-73.908655_WB,70542,40.813146,-73.908655,Bronx,EAST 149 STREET,Jackson Avenue,Concord Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),43.50,174.0,61,32,2,1
70542_40.813146_-73.908655_EB,70542,40.813146,-73.908655,Bronx,EAST 149 STREET,Jackson Avenue,Concord Avenue,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),53.83,215.3,80,48,2,1
70542_40.813146_-73.908655_WB,70542,40.813146,-73.908655,Bronx,EAST 149 STREET,Jackson Avenue,Concord Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),94.98,379.9,138,48,2,1
70542_40.813146_-73.908655_EB,70542,40.813146,-73.908655,Bronx,EAST 149 STREET,Jackson Avenue,Concord Avenue,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),13.50,54.0,26,48,2,1
70542_40.813146_-73.908655_WB,70542,40.813146,-73.908655,Bronx,EAST 149 STREET,Jackson Avenue,Concord Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),19.96,79.8,41,48,2,1
70542_40.813146_-73.908655_EB,70542,40.813146,-73.908655,Bronx,EAST 149 STREET,Jackson Avenue,Concord Avenue,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),61.47,245.9,104,32,2,1
70542_40.813146_-73.908655_WB,70542,40.813146,-73.908655,Bronx,EAST 149 STREET,Jackson Avenue,Concord Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),89.38,357.5,120,32,2,1
74363_40.728275_-73.891296_EB,74363,40.728275,-73.891296,Queens,GRAND AVENUE,72 Street,Mazeau Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),55.34,221.3,90,80,5,1
74363_40.728275_-73.891296_EB,74363,40.728275,-73.891296,Queens,GRAND AVENUE,72 Street,Mazeau Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekend,AM peak (06-09),36.70,146.8,86,64,4,1
74363_40.728275_-73.891296_EB,74363,40.728275,-73.891296,Queens,GRAND AVENUE,72 Street,Mazeau Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),45.48,181.9,78,80,5,1
74363_40.728275_-73.891296_EB,74363,40.728275,-73.891296,Queens,GRAND AVENUE,72 Street,Mazeau Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekend,Evening (20-23),38.83,155.3,63,64,4,1
74363_40.728275_-73.891296_EB,74363,40.728275,-73.891296,Queens,GRAND AVENUE,72 Street,Mazeau Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),80.61,322.4,125,120,5,1
74363_40.728275_-73.891296_EB,74363,40.728275,-73.891296,Queens,GRAND AVENUE,72 Street,Mazeau Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekend,Midday (10-15),80.38,321.5,106,96,4,1
74363_40.728275_-73.891296_EB,74363,40.728275,-73.891296,Queens,GRAND AVENUE,72 Street,Mazeau Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),11.33,45.3,28,120,5,1
74363_40.728275_-73.891296_EB,74363,40.728275,-73.891296,Queens,GRAND AVENUE,72 Street,Mazeau Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekend,Overnight (00-05),12.06,48.2,34,96,4,1
74363_40.728275_-73.891296_EB,74363,40.728275,-73.891296,Queens,GRAND AVENUE,72 Street,Mazeau Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),99.38,397.5,142,80,5,1
74363_40.728275_-73.891296_EB,74363,40.728275,-73.891296,Queens,GRAND AVENUE,72 Street,Mazeau Street,EB,2024,1,2024-01-01,Before congestion pricing,Weekend,PM peak (16-19),71.12,284.5,103,64,4,1
152523_40.714386_-73.930003_WB,152523,40.714386,-73.930003,Brooklyn,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,AM peak (06-09),107.26,429.1,146,80,5,1
152523_40.714386_-73.930003_WB,152523,40.714386,-73.930003,Brooklyn,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekend,AM peak (06-09),23.33,93.3,46,64,4,1
152523_40.714386_-73.930003_WB,152523,40.714386,-73.930003,Brooklyn,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,Evening (20-23),16.80,67.2,29,80,5,1
152523_40.714386_-73.930003_WB,152523,40.714386,-73.930003,Brooklyn,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekend,Evening (20-23),13.17,52.7,26,64,4,1
152523_40.714386_-73.930003_WB,152523,40.714386,-73.930003,Brooklyn,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,Midday (10-15),88.24,353.0,128,120,5,1
152523_40.714386_-73.930003_WB,152523,40.714386,-73.930003,Brooklyn,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekend,Midday (10-15),30.52,122.1,55,96,4,1
152523_40.714386_-73.930003_WB,152523,40.714386,-73.930003,Brooklyn,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,Overnight (00-05),15.99,64.0,66,120,5,1
152523_40.714386_-73.930003_WB,152523,40.714386,-73.930003,Brooklyn,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekend,Overnight (00-05),9.99,40.0,29,96,4,1
152523_40.714386_-73.930003_WB,152523,40.714386,-73.930003,Brooklyn,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekday,PM peak (16-19),77.53,310.1,140,80,5,1
152523_40.714386_-73.930003_WB,152523,40.714386,-73.930003,Brooklyn,METROPOLITAN AVENUE,Dead end,Varick Avenue,WB,2024,1,2024-01-01,Before congestion pricing,Weekend,PM peak (16-19),34.27,137.1,70,64,4,1
145850_40.752288_-73.967518_NB,145850,40.752288,-73.967518,Manhattan,1 AVENUE,East 47 Street,Dead end,NB,2024,2,2024-02-01,Before congestion pricing,Weekday,AM peak (06-09),64.11,256.4,93,80,5,1
145850_40.752288_-73.967518_NB,145850,40.752288,-73.967518,Manhattan,1 AVENUE,East 47 Street,Dead end,NB,2024,2,2024-02-01,Before congestion pricing,Weekend,AM peak (06-09),23.78,95.1,40,32,2,1
145850_40.752288_-73.967518_NB,145850,40.752288,-73.967518,Manhattan,1 AVENUE,East 47 Street,Dead end,NB,2024,2,2024-02-01,Before congestion pricing,Weekday,Evening (20-23),47.64,190.6,71,80,5,1
145850_40.752288_-73.967518_NB,145850,40.752288,-73.967518,Manhattan,1 AVENUE,East 47 Street,Dead end,NB,2024,2,2024-02-01,Before congestion pricing,Weekend,Evening (20-23),55.59,222.4,77,32,2,1
145850_40.752288_-73.967518_NB,145850,40.752288,-73.967518,Manhattan,1 AVENUE,East 47 Street,Dead end,NB,2024,2,2024-02-01,Before congestion pricing,Weekday,Midday (10-15),71.28,285.1,99,120,5,1
145850_40.752288_-73.967518_NB,145850,40.752288,-73.967518,Manhattan,1 AVENUE,East 47 Street,Dead end,NB,2024,2,2024-02-01,Before congestion pricing,Weekend,Midday (10-15),49.67,198.7,77,48,2,1
145850_40.752288_-73.967518_NB,145850,40.752288,-73.967518,Manhattan,1 AVENUE,East 47 Street,Dead end,NB,2024,2,2024-02-01,Before congestion pricing,Weekday,Overnight (00-05),12.08,48.3,39,120,5,1
145850_40.752288_-73.967518_NB,145850,40.752288,-73.967518,Manhattan,1 AVENUE,East 47 Street,Dead end,NB,2024,2,2024-02-01,Before congestion pricing,Weekend,Overnight (00-05),23.10,92.4,55,48,2,1
145850_40.752288_-73.967518_NB,145850,40.752288,-73.967518,Manhattan,1 AVENUE,East 47 Street,Dead end,NB,2024,2,2024-02-01,Before congestion pricing,Weekday,PM peak (16-19),70.99,283.9,100,80,5,1
145850_40.752288_-73.967518_NB,145850,40.752288,-73.967518,Manhattan,1 AVENUE,East 47 Street,Dead end,NB,2024,2,2024-02-01,Before congestion pricing,Weekend,PM peak (16-19),69.00,276.0,88,32,2,1
190295_40.803485_-73.952214_NB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,NB,2024,2,2024-02-01,Before congestion pricing,Weekday,AM peak (06-09),54.72,218.9,98,64,4,1
190295_40.803485_-73.952214_SB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,SB,2024,2,2024-02-01,Before congestion pricing,Weekday,AM peak (06-09),131.47,525.9,191,64,4,1
190295_40.803485_-73.952214_SB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,SB,2024,2,2024-02-01,Before congestion pricing,Weekend,AM peak (06-09),36.03,144.1,80,32,2,1
190295_40.803485_-73.952214_NB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,NB,2024,2,2024-02-01,Before congestion pricing,Weekend,AM peak (06-09),27.56,110.2,61,32,2,1
190295_40.803485_-73.952214_NB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,NB,2024,2,2024-02-01,Before congestion pricing,Weekday,Evening (20-23),43.00,172.0,77,64,4,1
190295_40.803485_-73.952214_SB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,SB,2024,2,2024-02-01,Before congestion pricing,Weekday,Evening (20-23),41.31,165.2,76,64,4,1
190295_40.803485_-73.952214_SB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,SB,2024,2,2024-02-01,Before congestion pricing,Weekend,Evening (20-23),46.59,186.4,76,32,2,1
190295_40.803485_-73.952214_NB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,NB,2024,2,2024-02-01,Before congestion pricing,Weekend,Evening (20-23),50.69,202.8,73,29,2,1
190295_40.803485_-73.952214_NB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,NB,2024,2,2024-02-01,Before congestion pricing,Weekday,Midday (10-15),87.27,349.1,162,96,4,1
190295_40.803485_-73.952214_SB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,SB,2024,2,2024-02-01,Before congestion pricing,Weekday,Midday (10-15),76.15,304.6,105,96,4,1
190295_40.803485_-73.952214_SB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,SB,2024,2,2024-02-01,Before congestion pricing,Weekend,Midday (10-15),71.04,284.2,90,48,2,1
190295_40.803485_-73.952214_NB,190295,40.803485,-73.952214,Manhattan,ADAM C POWELL BOULEVARD,Dead End,West 117 Street,NB,2024,2,2024-02-01,Before congestion pricing,Weekend,Midday (10-15),68.10,272.4,102,48,2,1
